stdntid,gender,race,birthmonth,birthday,birthyear,gkclasstype,gkclasssize,gkschid,gksurban,gktchid,gkfreelunch,gktreadss,gktmathss,gktlistss,g1classtype,g1classsize,g1schid,g1surban,g1tchid,g1freelunch,g1treadss,g1tmathss,g1tlistss,g2classtype,g2classsize,g2schid,g2surban,g2tchid,g2freelunch,g2treadss,g2tmathss,g2tlistss,g3classtype,g3classsize,g3schid,g3surban,g3tchid,g3freelunch,g3treadss,g3tmathss,g3tlangss,g3tlistss,,
19377,2,1,4,30,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,162184,3,16218413,1,582,606,618,599,,
19378,1,2,2,17,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,244839,2,24483919,1,614,603,622,584,,
19379,2,1,8,25,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,205491,2,20549110,2,650,599,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19380,1,1,9,13,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,262937,2,26293713,2,637,699,626,2,25,262937,2,26293718,2,665,672,711,656,,
19381,1,1,8,31,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,169231,1,16923106,1,468,549,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19382,1,2,8,21,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,26,244799,2,24479915,2,564,603,627,601,,
19383,2,1,9,14,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,244831,2,24483108,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19384,2,1,12,28,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,169280,2,16928012,1,657,629,657,640,,
19385,2,2,1,15,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,29,244697,1,24469718,1,570,576,611,634,,
19386,2,1,1,6,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,169219,2,16921905,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19387,2,1,10,1,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,170295,3,17029507,1,NA,567,601,3,23,170295,3,17029510,2,650,565,590,3,26,170295,3,17029514,2,639,596,668,632,,
19388,1,1,12,22,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,205491,2,20549114,2,670,629,664,663,,
19389,1,1,10,27,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,193422,3,19342214,1,NA,NA,NA,NA,,
19390,2,1,2,8,1980,3,22,261927,3,26192701,1,538,576,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19391,1,1,8,9,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,193423,3,19342319,1,536,561,554,580,,
19392,1,2,3,1,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,244774,1,24477413,1,538,535,523,1,12,244774,1,24477421,1,583,593,630,597,,
19393,1,1,12,16,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,161183,3,16118313,1,627,659,606,3,22,161183,3,16118318,1,665,655,657,656,,
19394,1,2,8,19,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,244755,1,24475509,1,469,518,554,3,24,244755,1,24475515,1,517,584,556,2,22,244755,1,24475522,1,580,576,608,656,,
19395,1,1,9,17,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244745,2,24474505,1,558,512,584,3,24,244745,2,24474509,2,650,593,606,3,26,244745,2,24474515,1,NA,NA,NA,NA,,
19396,2,1,4,8,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,203452,3,20345208,2,590,592,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19397,2,1,3,7,1980,1,16,169229,2,16922905,2,458,478,607,1,17,169229,2,16922910,2,571,507,596,1,14,169229,2,16922922,2,611,603,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19398,2,2,2,9,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,244831,2,24483114,1,641,603,660,612,,
19399,1,2,11,22,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244745,2,24474512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19400,1,1,2,6,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,169280,2,16928013,1,702,700,722,NA,,
19401,1,1,11,3,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,130085,2,13008511,2,637,596,599,3,23,130085,2,13008515,2,661,684,644,705,,
19402,2,1,6,21,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,201449,3,20144909,NA,553,592,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19403,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,191411,3,19141111,1,NA,NA,NA,NA,,
19404,2,1,1,11,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,193423,3,19342313,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19405,1,2,9,12,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,205490,1,20549009,1,622,599,656,1,15,205490,1,20549012,1,626,620,660,634,,
19406,2,1,9,18,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,231616,3,23161606,1,447,470,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19407,1,2,1,27,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,244736,1,24473610,1,582,583,602,584,,
19408,2,2,5,3,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,244727,2,24472718,2,597,579,622,580,,
19409,1,1,8,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244801,2,24480110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19410,1,1,8,10,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,203457,3,20345709,2,564,559,575,3,23,203457,3,20345713,1,593,612,602,599,,
19411,1,2,5,8,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,244755,1,24475518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19412,1,1,7,6,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,203452,3,20345219,1,567,554,574,571,,
19413,1,1,7,30,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,128079,3,12807905,1,460,515,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19414,2,1,11,12,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,161183,3,16118307,1,509,592,611,2,23,161183,3,16118316,1,562,639,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19415,1,NA,10,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244776,1,24477617,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19416,1,1,8,18,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,28,264945,2,26494522,2,564,589,608,588,,
19417,1,1,9,18,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244831,2,24483110,1,481,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19418,2,1,6,3,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,173312,3,17331213,1,NA,NA,NA,NA,,
19419,1,2,7,30,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244806,1,24480619,1,614,626,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19420,2,1,1,14,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,205492,2,20549206,2,503,505,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19421,2,1,11,24,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,221571,3,22157116,1,631,584,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19422,1,1,12,28,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,205491,2,20549112,1,NA,NA,NA,NA,,
19423,1,1,9,1,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,203452,3,20345213,2,659,699,642,2,24,203452,3,20345218,2,657,645,647,656,,
19424,1,1,4,27,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,169231,1,16923105,1,524,553,601,3,26,169231,1,16923110,1,614,603,617,3,25,169231,1,16923114,1,618,645,664,672,,
19425,2,1,7,19,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,28,252885,3,25288507,1,436,495,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19426,1,2,7,30,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,244776,1,24477614,2,NA,NA,NA,2,23,244776,1,24477615,1,NA,NA,NA,2,22,244776,1,24477620,1,578,593,608,601,,
19427,2,1,10,19,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,168211,3,16821110,1,NA,557,571,2,27,168211,3,16821111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19428,1,2,8,20,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,244831,2,24483105,1,514,518,548,1,18,244831,2,24483111,1,562,584,564,1,16,244831,2,24483113,1,610,622,591,588,,
19429,2,1,4,5,1978,1,16,168211,3,16821104,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19430,2,1,11,18,1979,1,16,234628,3,23462804,1,400,418,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19431,1,1,9,20,1979,2,21,221571,3,22157101,2,545,489,571,2,22,221571,3,22157109,2,651,612,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19432,2,2,11,8,1979,3,27,244745,2,24474501,1,428,489,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19433,1,2,9,10,1980,2,21,244799,2,24479904,2,443,528,509,3,22,244799,2,24479905,2,540,545,606,3,21,244799,2,24479911,1,599,615,626,3,26,244799,2,24479916,1,633,639,630,668,,
19434,2,1,2,11,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,252885,3,25288511,1,582,611,587,1,17,252885,3,25288514,1,612,599,635,606,,
19435,1,1,8,17,1979,2,24,257899,3,25789904,1,408,506,578,2,22,257899,3,25789906,1,494,535,596,2,22,257899,3,25789915,2,614,607,613,2,22,257899,3,25789918,2,644,639,641,660,,
19436,1,1,4,27,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,168211,3,16821106,1,NA,NA,NA,2,27,168211,3,16821111,1,NA,NA,NA,2,26,168211,3,16821116,1,NA,NA,NA,NA,,
19437,1,1,12,19,1979,1,17,159171,3,15917104,2,490,528,586,1,16,159171,3,15917111,2,590,557,596,1,14,159171,3,15917116,2,591,611,642,1,16,159171,3,15917122,2,647,659,638,656,,
19438,1,1,10,4,1979,3,20,193422,3,19342201,2,565,547,571,2,25,193422,3,19342206,2,604,601,618,2,22,193422,3,19342210,2,684,659,677,1,17,193422,3,19342214,2,693,774,737,689,,
19439,1,1,12,6,1979,1,14,262937,2,26293703,2,467,626,595,1,16,262937,2,26293706,2,629,627,611,1,16,262937,2,26293712,2,618,659,665,1,18,262937,2,26293717,2,650,678,682,677,,
19440,1,1,7,11,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,193423,3,19342312,1,555,568,564,1,14,193423,3,19342319,1,600,606,620,599,,
19441,1,1,8,7,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,170295,3,17029506,1,NA,505,534,3,23,170295,3,17029510,1,542,550,562,3,26,170295,3,17029514,1,583,574,593,588,,
19442,2,1,7,20,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244831,2,24483107,1,469,465,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19443,2,1,9,1,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,128076,2,12807613,2,639,639,647,632,,
19444,2,1,10,2,1979,2,24,228606,3,22860602,2,421,489,560,3,21,228606,3,22860606,2,519,557,NA,3,22,228606,3,22860611,2,575,590,610,3,25,228606,3,22860615,2,636,622,606,646,,
19445,2,1,8,8,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,252885,3,25288511,1,637,615,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19446,2,2,8,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,221574,3,22157410,1,NA,NA,NA,2,21,221574,3,22157414,1,644,614,650,624,,
19447,1,1,10,12,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,201449,3,20144918,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19448,2,2,8,29,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,244727,2,24472712,1,539,550,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19449,1,1,11,16,1979,3,22,193423,3,19342303,2,414,528,595,2,22,193423,3,19342309,2,488,557,625,2,21,193423,3,19342313,2,608,579,631,2,24,193423,3,19342316,2,647,618,630,656,,
19450,1,1,6,26,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,216537,3,21653711,2,579,561,578,3,27,216537,3,21653717,2,559,601,598,599,,
19451,2,1,11,19,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,257899,3,25789911,2,627,590,590,3,21,257899,3,25789917,1,NA,NA,NA,NA,,
19452,2,1,11,23,1979,1,13,164198,3,16419802,2,500,559,549,1,13,164198,3,16419806,2,629,578,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19453,2,1,12,1,1979,3,28,244745,2,24474504,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19454,1,2,2,27,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244780,1,24478010,NA,NA,NA,NA,NA,,
19455,1,2,8,15,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,205492,2,20549212,1,588,554,602,2,24,205492,2,20549217,1,557,574,618,610,,
19456,1,1,11,3,1979,1,13,169219,2,16921901,2,418,429,498,1,17,169219,2,16921905,2,446,521,596,1,14,169219,2,16921912,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19457,1,2,12,25,1979,3,24,205490,1,20549002,1,400,444,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19458,2,2,11,28,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244727,2,24472710,2,566,563,590,3,28,244727,2,24472716,2,588,614,613,610,,
19459,2,1,4,11,1980,2,22,234628,3,23462805,1,440,459,545,2,22,234628,3,23462811,1,499,529,568,2,24,234628,3,23462816,1,509,530,596,2,25,234628,3,23462821,1,NA,NA,NA,NA,,
19460,1,1,3,10,1980,3,23,205488,2,20548801,2,NA,NA,NA,2,19,205488,2,20548806,2,512,545,568,2,22,205488,2,20548809,2,618,596,606,2,21,205488,2,20548813,1,661,636,660,634,,
19461,1,1,7,30,1980,2,22,244831,2,24483102,2,419,459,540,3,24,244831,2,24483107,1,512,523,577,3,25,244831,2,24483109,2,575,590,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19462,1,1,3,5,1980,2,21,201449,3,20144905,2,467,494,560,3,25,201449,3,20144911,1,579,557,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19463,2,1,12,11,1979,3,27,244831,2,24483103,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19464,1,1,1,14,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,262937,2,26293707,2,521,545,625,3,24,262937,2,26293709,2,575,639,626,3,26,262937,2,26293714,2,612,636,602,634,,
19465,1,1,7,19,1980,1,15,264945,2,26494504,2,485,576,571,1,17,264945,2,26494509,2,629,627,645,1,16,264945,2,26494512,2,669,626,677,1,17,264945,2,26494518,2,NA,NA,NA,NA,,
19466,1,2,2,28,1980,1,17,244723,1,24472302,1,428,520,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19467,2,1,8,12,1980,2,19,165199,4,16519902,2,461,489,565,3,22,165199,4,16519906,2,604,584,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19468,1,1,4,18,1980,2,23,264945,2,26494503,2,455,463,524,3,27,264945,2,26494507,2,530,520,577,3,25,264945,2,26494516,2,539,559,606,3,28,264945,2,26494522,2,587,583,613,624,,
19469,2,1,4,9,1980,1,17,159171,3,15917104,1,440,513,536,1,16,159171,3,15917111,1,480,515,568,1,14,159171,3,15917116,1,554,568,606,1,16,159171,3,15917122,1,599,591,620,622,,
19470,2,1,1,24,1980,1,16,161176,3,16117601,1,437,494,528,1,17,161176,3,16117607,2,590,562,556,1,14,161176,3,16117612,NA,637,632,572,1,16,161176,3,16117616,1,639,620,657,622,,
19471,2,2,7,24,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,203452,3,20345209,1,516,523,534,2,22,203452,3,20345213,1,536,563,559,2,24,203452,3,20345218,1,572,558,574,580,,
19472,2,2,3,12,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,257905,4,25790511,1,579,572,625,2,22,257905,4,25790515,1,631,584,617,2,21,257899,3,25789916,1,622,663,682,672,,
19473,1,1,3,4,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,244745,2,24474505,1,579,529,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19474,1,1,6,29,1980,2,23,264945,2,26494503,2,411,468,512,3,27,264945,2,26494507,2,524,535,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19475,1,1,2,29,1980,3,23,221571,3,22157105,2,405,449,571,3,21,221571,3,22157108,2,533,592,592,3,25,221571,3,22157113,1,608,603,665,3,24,221571,3,22157120,1,647,678,644,677,,
19476,2,1,7,14,1980,3,20,189378,3,18937803,1,428,449,516,3,23,189378,3,18937806,1,494,502,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19477,2,2,9,1,1980,1,16,244708,1,24470802,1,434,434,501,1,16,244708,1,24470808,1,516,515,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19478,2,2,9,3,1980,1,16,244708,1,24470802,1,458,439,520,1,16,244708,1,24470808,1,482,549,565,1,16,244708,1,24470816,1,569,577,590,1,17,244708,1,24470824,1,597,570,615,622,,
19479,2,1,4,17,1980,1,14,259915,3,25991501,1,407,449,524,1,14,259915,3,25991504,2,471,512,536,1,13,259915,3,25991508,1,541,520,556,1,15,259915,3,25991512,1,622,585,630,582,,
19480,1,1,8,22,1980,2,25,166203,4,16620302,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19481,2,1,6,4,1980,3,24,205489,2,20548903,2,410,454,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19482,2,1,11,14,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,201449,3,20144915,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19483,2,1,4,18,1980,2,21,164198,3,16419803,2,458,506,571,3,23,164198,3,16419805,1,604,549,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,21,164198,3,16419813,2,647,622,677,646,,
19484,1,1,7,14,1980,3,22,193423,3,19342303,2,416,454,494,3,19,193423,3,19342307,1,459,468,534,3,20,193423,3,19342314,1,512,483,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19485,1,1,8,2,1980,1,15,244801,2,24480102,2,451,494,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,244801,2,24480112,1,582,568,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19486,1,1,7,29,1980,1,13,189382,2,18938204,2,467,463,536,1,17,189382,2,18938205,2,590,535,546,1,18,189382,2,18938210,2,622,557,606,1,16,189382,2,18938213,2,599,599,647,615,,
19487,2,1,8,7,1980,3,22,262937,2,26293701,2,453,513,578,2,24,262937,2,26293705,2,564,545,577,2,24,262937,2,26293711,2,602,590,593,2,26,262937,2,26293716,2,608,639,641,634,,
19488,2,1,8,1,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,253888,3,25388804,1,536,520,577,2,23,253888,3,25388808,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19489,1,1,9,18,1980,2,23,261927,3,26192704,1,411,412,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19490,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,29,168211,3,16821108,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19491,1,1,5,3,1980,3,22,165199,4,16519903,1,427,459,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19492,1,2,5,6,1980,1,17,244728,1,24472801,1,NA,NA,NA,1,13,244728,1,24472804,1,417,449,548,1,14,244728,1,24472807,1,520,528,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19493,2,2,6,13,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,244831,2,24483106,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19494,2,2,4,28,1980,3,27,244697,1,24469703,1,NA,NA,NA,3,21,244697,1,24469709,1,474,486,519,3,24,244697,1,24469716,1,554,528,572,3,26,244697,1,24469720,1,577,612,606,595,,
